"","baseMean","log2FoldChange","lfcSE","pvalue","padj","Gene"
"DTNA",11.0360527366013,2.13792750319077,0.808528889494168,0.00187471131714469,0.00962279172632458,"DTNA"
"DSE",16.6974845582063,2.13502124837962,0.817711503409694,0.00141028580156457,0.00771833797905074,"DSE"
"RNF19B",9.05169338326464,2.13207149099432,0.815281634106686,0.0013610737974194,0.00753067103811024,"RNF19B"
"NFIA",45.0516876703749,2.12828224817045,0.701457816127197,0.00044900991954353,0.00320452483488365,"NFIA"
"PHF20L1",25.9674912993691,2.12659811679039,0.717220302773675,0.000492042221837877,0.00343530070987699,"PHF20L1"
"TOX4",14.3975963911792,2.12093432535163,0.760996222619457,0.00114367417569358,0.00661804249661178,"TOX4"
"CTSK",15.0336226713825,2.11791389816601,0.753405020089689,0.0009937419987342,0.00594772053541422,"CTSK"
"ATP5F1A",25.5799968881277,2.11606381402209,0.673110807747979,0.000336018981054438,0.00258762082903556,"ATP5F1A"
"SERINC5",15.114492327731,2.11205124128629,0.84851834779677,0.00156796613955205,0.00833594037547403,"SERINC5"
"STAT2",34.8878400676456,2.10194913319576,0.634694608976001,0.000185704814626037,0.00162687649222248,"STAT2"
"TSC2",58.0464496202881,2.0954239636661,0.673381385862774,0.00038118951162409,0.00284227019482331,"TSC2"
"VEGFA",25.3296240074708,2.09467622922151,0.741413703531785,0.000781940650811954,0.00493065744606145,"VEGFA"
"GPRC5A",25.526775763451,2.09348400888927,0.662304862738381,0.000368910315322658,0.00277438619788424,"GPRC5A"
"CHD7",25.1680014181172,2.09225680002101,0.778155247279285,0.00161732321925505,0.00855649360213145,"CHD7"
"ASPSCR1",18.2349163081608,2.09016996004499,0.80406357479215,0.00181837653647591,0.00938984523076682,"ASPSCR1"
"LIMCH1",14.4962821538557,2.08704221332882,0.819661680774473,0.00190847075562607,0.00976415649809995,"LIMCH1"
"KIAA2026",12.7937289218903,2.08293843793567,0.759519896370483,0.0013598462713694,0.00753067103811024,"KIAA2026"
"RNF4",9.46313591997118,2.08034310531393,0.816129694232611,0.00171819950184334,0.0089527570650989,"RNF4"
"SOGA1",30.0538701903021,2.07022370367203,0.679558526199041,0.000459428079569042,0.00326162422177872,"SOGA1"
"DNM1",24.5227135089541,2.06954884300434,0.763151791688921,0.00115719804851366,0.00668261774562587,"DNM1"
"BNC2",22.4517852253734,2.06319548673827,0.59041366926033,9.78536996738079e-05,0.000982779410156773,"BNC2"
"OAZ2",14.6678588312803,2.05398401769075,0.724419540527087,0.00104614925398712,0.00619540177735417,"OAZ2"
"SH3BP2",50.0700848281724,2.05059245154166,0.732645290754612,0.00112755801856559,0.00655161281264405,"SH3BP2"
"FLNB",52.9392814732556,2.04677265553658,0.623331310866338,0.000220234535821916,0.00187027297217518,"FLNB"
"EIF4A1",31.5057983234276,2.04028212202304,0.810569378544127,0.00177222335297845,0.00919019750493155,"EIF4A1"
"TRAM2",10.7231772553164,2.04011598520083,0.736886860796394,0.00106754774696319,0.00629084560928602,"TRAM2"
"HEXA",21.4361965723656,2.02775444366882,0.620822879310467,0.000248639045432449,0.00203918650667785,"HEXA"
"CASTOR2",16.4327300843643,2.02677576764471,0.639197613087982,0.000317178221352111,0.00247297819785398,"CASTOR2"
"MSL1",20.6480089985354,2.01823143689845,0.710535557855644,0.000664581241623463,0.00434613773551179,"MSL1"
"MIDN",28.1072379473508,2.01373166174685,0.773599943004505,0.00186520159776585,0.00957745776817925,"MIDN"
"ABCD4",11.5445571106295,1.99601749645432,0.803879841764146,0.00194269593092659,0.00987845851022802,"ABCD4"
"EIF2AK2",18.2619953960173,1.991995858666,0.777146536054008,0.00192130020720903,0.00981203224722472,"EIF2AK2"
"RSPRY1",15.6969550019483,1.98408933061081,0.706348065547815,0.00104550223607782,0.0061945459530464,"RSPRY1"
"SMG1P1",15.0734182385912,1.97327527760054,0.774606440614935,0.00167553484808057,0.00877575349823074,"SMG1P1"
"NRP1",25.3658186228609,1.95856600974103,0.713984999916101,0.00161175953646538,0.00853344848624666,"NRP1"
"NASP",12.7810971558294,1.93302118983769,0.704393225361258,0.00145180764146184,0.00789664887663481,"NASP"
"HDGFL3",19.0600488534532,1.93218289413197,0.730309090928762,0.00159603289469458,0.00846286710503906,"HDGFL3"
"DDX18",19.969805112554,1.92350993930231,0.691877309337611,0.00135818296320961,0.00752941681173598,"DDX18"
"TGFB1",35.7538387928679,1.92201096825169,0.714955239350736,0.00163483277957919,0.00861686758979244,"TGFB1"
"MED13L",47.2140786341707,1.91738362086771,0.73320930839017,0.00145699724149712,0.00791878000753683,"MED13L"
"TPM4",42.5993649176876,1.90198357656883,0.68621251719913,0.00146109134533328,0.00792820611287382,"TPM4"
"EIF3B",24.2084044488623,1.90164862425661,0.725151824821093,0.00162419345541337,0.00857563830794268,"EIF3B"
"TAOK2",19.9132754718265,1.88116209214569,0.662057050698351,0.000859876140119349,0.00530839219573024,"TAOK2"
"TLE5",24.9765689041142,1.86220788134035,0.573967726520649,0.000260112578250258,0.00211122966298357,"TLE5"
"RREB1",41.2769295411509,1.86075788670709,0.626795029860805,0.000694167994161444,0.00449761023635734,"RREB1"
"NUP50",15.5731982718989,1.8401709834279,0.6170901023336,0.00066032137643928,0.00432909501453236,"NUP50"
"ATP2A3",10.4965070358448,1.82796210430917,1.48477559806762,0.000103460227972807,0.00102404696728075,"ATP2A3"
"AKT2",46.2098941739912,1.81518092997865,0.586420469422293,0.000486273819749361,0.00340175017172189,"AKT2"
"RTN4",123.056547006897,1.77048210213102,0.627574603374854,0.00126268902688275,0.00712013513123707,"RTN4"
"CDC42",49.8594506170229,1.72182649105018,0.543751275245383,0.000467395990925626,0.00329908728659841,"CDC42"
"NDUFA9",26.7213555483792,1.57159481266369,0.496500875458595,0.000538392200664897,0.00371122935980276,"NDUFA9"
"RAD52P1",2.11752297866437,-0.68231920992984,1.40518018125465,0.000935606371031472,0.00567914674787188,"RAD52P1"
"CRP",1.99994256841678,-0.705875871827876,1.42958156475792,0.00195480778791872,0.00992219427122105,"CRP"
"OR4A45P",2.12803314672153,-0.722520213701995,1.45433359708345,0.00183618583145037,0.00946285265653726,"OR4A45P"
"MTND1P23",19.1478263552001,-0.74367350930007,1.5047942064963,1.78727224660817e-06,4.33206588624701e-05,"MTND1P23"
"HSFY1P1",1.57495715260014,-0.795752314125442,1.56670611928666,0.000985443285331415,0.00590806069792882,"HSFY1P1"
"HMGB1P17",2.35970367469026,-0.849321428450345,1.59262463283877,0.00143457133257307,0.00782397819397531,"HMGB1P17"
"C1orf141",2.49042173081845,-0.87237255420497,1.61485894325577,0.00172113639503467,0.00895485213484349,"C1orf141"
"POM121L7P",2.71126958919187,-0.876345467128876,1.64556142985023,0.00108971999120801,0.00639486428395363,"POM121L7P"
"LRRC53",1.59074106056079,-0.908354496106446,1.77241152194968,0.00112650805962016,0.0065482046032466,"LRRC53"
"HMGB3P20",1.99772530908812,-0.91238562156985,1.80330632855275,0.000405679361431067,0.00297507012344028,"HMGB3P20"
"POTED",1.77819840597867,-0.912568034935574,1.7996809385777,0.000501819070773092,0.00349148463273981,"POTED"
"ZNF33BP1",1.60832975070282,-0.942888306156707,1.84785125504871,0.00111859065688093,0.00651826992675648,"ZNF33BP1"
"VN1R7P",1.52653066883393,-0.966928992334224,1.91068120674238,0.00072616597546923,0.00466103648582729,"VN1R7P"
"BLOC1S6P1",1.47119853123733,-0.969178800276684,1.7378871257172,0.00151853622819297,0.00814980457295666,"BLOC1S6P1"
"OR8G1",1.61394138769347,-0.996959016421672,1.99596558066626,0.000581323402800062,0.00393235088796921,"OR8G1"
"TAS2R1",1.83709840335611,-1.00996867643956,1.95433395418974,0.00133337720225276,0.00744401399326825,"TAS2R1"
"R3HDML",3.32848349140037,-1.02768100565041,1.93482320583626,0.00122761073750319,0.0069668141894207,"R3HDML"
"KLF2P4",1.6988015076686,-1.03545484457971,1.89402381634547,0.00106975646976273,0.00629863694759045,"KLF2P4"
"SOHLH2",1.89183503907431,-1.03574920419159,2.05794888760597,0.00192825367904788,0.00982978093024011,"SOHLH2"
"IL25",2.02859671309618,-1.04417084179672,1.89464475531657,0.00161796440500253,0.00855668226313277,"IL25"
"TUNAR",2.75628274067468,-1.06446495826769,1.91782076962043,0.00163892977653845,0.00863202261359105,"TUNAR"
"ELAVL3",1.87474394646807,-1.08066867733805,2.06807226686758,0.00168380297706851,0.00880926318732141,"ELAVL3"
"OTUD6A",3.05587890070933,-1.08464137306113,2.00764193795164,0.00135101561839457,0.0075157300870079,"OTUD6A"
"ZNF619P1",1.85171382632318,-1.08974063413364,2.28777927483202,0.000604255593003489,0.00405543175372916,"ZNF619P1"
"OR3A2",1.47854771017401,-1.24862151440229,2.43997970850286,0.00117915270545943,0.00676865518652222,"OR3A2"
"CBLL1P1",2.18216887098846,-1.24970959263336,2.36358629340931,0.00122108740655086,0.00694468527141296,"CBLL1P1"
"CACNG2",1.91732404074611,-1.41365304069007,3.0054486081188,0.000712356269692171,0.00459858677342169,"CACNG2"
"HSPD1P8",2.17526024562432,-1.42635242611021,4.75905397834638,0.000945665579311668,0.00572790411541071,"HSPD1P8"
"LINC00888",2.49194546301556,-1.48740800323952,2.82218695924205,0.00153829766363946,0.00822773818504514,"LINC00888"
"GPR160P1",1.88442340238106,-1.51980655224505,3.9226582958311,0.000470859369685942,0.00331525348930346,"GPR160P1"
"GAPDHP72",1.94398831537851,-1.52914789679115,4.03490501742224,0.000462955581945373,0.00327756779983471,"GAPDHP72"
"ATP6V1G1P7",2.69555617059398,-1.56502802128719,4.37880583304527,0.000534494755432134,0.00368796161572827,"ATP6V1G1P7"
"CBLN2",3.24611555868075,-1.78621774651772,3.41003764162268,0.000832130651977513,0.00517399489717523,"CBLN2"
"MTRFR",34.6460366528022,-1.83170137995908,0.726554929025564,0.00158783944287635,0.00843842014565089,"MTRFR"
"CCDC144A",28.1553431221909,-1.89263944022511,0.78311156104525,0.00192754189411353,0.00982969848636533,"CCDC144A"
"RAD51C",19.4877013834858,-1.91382795876726,0.753485463317111,0.00146158009366726,0.00792820611287382,"RAD51C"
"C2CD3",84.4487440506363,-1.93051883939505,0.566573607272039,9.4516954813077e-05,0.000956062339630344,"C2CD3"
"AIMP1",19.2575358231522,-1.93961692722879,0.787972195504974,0.00187859512132163,0.0096322306456444,"AIMP1"
"MROH7",20.2403060051836,-1.98838047712918,0.853726992161447,0.00195786539188228,0.00993348899051111,"MROH7"
"ERVW-1",53.9789140156291,-2.02045014540458,0.654548222975138,0.000241457232508129,0.00199742185098321,"ERVW-1"
"PMS2P4",35.2622577830942,-2.04956387859091,0.720200326786888,0.000465003158029671,0.00328712337474601,"PMS2P4"
"KYNU",37.1729990325724,-2.07476908924786,0.730519886826599,0.000572418697056628,0.00389074007123964,"KYNU"
"ZNF544",22.429004852264,-2.08129779378369,0.800974801460764,0.000905229399279595,0.00553278401436849,"ZNF544"
"UBE2Q2P2",2.60983742806782,-2.08686431128347,4.11798931013343,0.00149886059579337,0.00806872345872614,"UBE2Q2P2"
"SRGAP3",20.8354222721659,-2.12541685745571,0.869747224038682,0.00110596970618624,0.00646071017698131,"SRGAP3"
"PSPH",15.4359187323112,-2.12675582820424,0.754135257839145,0.000565789512487328,0.00386053674599634,"PSPH"
"PALS1",25.2976564274982,-2.15477754343507,0.730936913721951,0.000361924399712748,0.0027378767089619,"PALS1"
"CCDC57",21.7558687267222,-2.17632408652978,0.531493627059454,5.51702682701358e-06,0.000105925415886588,"CCDC57"
"RNFT2",16.4980521310127,-2.19836980908364,0.616414301098715,4.39337725976443e-05,0.000522741733264324,"RNFT2"
"BMS1P23",21.9577219109491,-2.21748147513443,0.620756855280214,3.50881199646818e-05,0.00043801256468279,"BMS1P23"
"TSTD3",15.5567553145299,-2.2799483625528,0.995069965476131,0.00155165445345588,0.00827724767149306,"TSTD3"
"SLC1A2",9.11666473902635,-2.2929608642456,0.86523985888926,0.000670029010605092,0.00437127421461706,"SLC1A2"
"ADAP1",30.1148787726065,-2.29768960994389,0.743708801287209,0.00017796833096977,0.00157376125465195,"ADAP1"
"LINC00674",7.85304811391745,-2.3379612104399,0.959505182177354,0.000843434165898572,0.00522744219224242,"LINC00674"
"ADGRE4P",4.84495918843618,-2.33945921017906,4.83915133118299,0.000395114557346833,0.00292016935662557,"ADGRE4P"
"KCNJ6",34.1180646442355,-2.36423312790336,1.05062087413277,0.00135145921386222,0.0075157300870079,"KCNJ6"
"HLCS",23.72972286801,-2.3706187447036,0.962486253871911,0.000878262808384793,0.00539703801805476,"HLCS"
"INPP5B",26.6586724512136,-2.39554656696795,0.864000478277531,0.000418101882095339,0.00304389371246225,"INPP5B"
"SEPTIN7P2",14.6686488155275,-2.39580349443605,0.980949984952658,0.000908712040977892,0.00554926959855601,"SEPTIN7P2"
"SSTR2",18.4967945092197,-2.39698888295361,1.1406400389064,0.00187715893006366,0.00962916088043855,"SSTR2"
"FAM153A",27.0343516482264,-2.41446416720527,1.123440742605,0.00121701125648623,0.00692987262928921,"FAM153A"
"CETN4P",1.96967301799226,-2.41873957770473,4.10396130048499,0.00100862508326907,0.00601562664028636,"CETN4P"
"RAB6C-AS1",2.56773411624702,-2.42697172258594,2.70688547180735,0.0017687944024383,0.00918195418783931,"RAB6C-AS1"
"C15orf40",45.1303284633784,-2.43150396417962,0.657503865654176,1.39982377125522e-05,0.000220643472344212,"C15orf40"
"AAMDC",6.95978298682643,-2.47463783779635,1.03640565391978,0.00130643065827113,0.00733168055283135,"AAMDC"
"STARD8",17.6651546988786,-2.49547751674538,1.02698279058465,0.000730278729388318,0.00467583539872511,"STARD8"
"CD300E",13.7810788229417,-2.5025541628857,1.16951054064227,0.00135292416880258,0.00751672724796882,"CD300E"
"RPL23AP82",9.48374484044307,-2.50500430319583,0.981791707971158,0.000710035814224206,0.00458779885267593,"RPL23AP82"
"BRD3OS",8.83984884644332,-2.52848339736674,1.27725065187706,0.00156611541853679,0.00833122755728952,"BRD3OS"
"RPLP0P2",9.10108822923606,-2.52991961087552,1.26466790100383,0.00165932361743119,0.00870374982847818,"RPLP0P2"
"CHMP1B",11.9376054065688,-2.53774397043058,0.899241918646771,0.000248874422085499,0.00203993298056276,"CHMP1B"
"CDKL1",15.3888230393453,-2.57518390141298,1.14129961811826,0.000956602829667719,0.00577435052799425,"CDKL1"
"SCGB2B2",10.2613810441242,-2.5805475008252,1.12104782427227,0.000808586157187808,0.00506702039344608,"SCGB2B2"
"MFSD13A",14.4443985222416,-2.58732818147418,1.0248141092158,0.000724052522093253,0.0046536399400754,"MFSD13A"
"TNFRSF13B",55.8477384495128,-2.59930686711107,1.16843877429878,0.0011750617192766,0.00675540974576797,"TNFRSF13B"
"SLC6A20",11.169708276383,-2.61264870501848,0.92910191797602,0.000226560904066768,0.00190612363034552,"SLC6A20"
"REEP2",5.52579024557025,-2.61478536974675,1.1936056547345,0.00109019073678121,0.00639497106743684,"REEP2"
"ATCAY",8.00294620724041,-2.61574196943797,1.16335135470661,0.00100350688774787,0.00599600669376962,"ATCAY"
"FRMPD3",4.82709402768379,-2.6356720895466,1.21743957210539,0.00156548296957413,0.00833122755728952,"FRMPD3"
"NOVA2",10.8211729707043,-2.64634792020989,1.06805828487662,0.00064727906615989,0.00426817568077714,"NOVA2"
"TMEM229B",6.16986244785053,-2.65003433821947,1.32733275040934,0.00134552696772874,0.00750045032780072,"TMEM229B"
"C1QTNF2",2.38369045970509,-2.65952979219122,1.2639689793073,0.00154470746707555,0.00824858770100783,"C1QTNF2"
"EREG",6.19064831735746,-2.66526351323608,1.25064981942149,0.00135529756754947,0.00752227412688198,"EREG"
"COLEC12",29.5040356562796,-2.6684725968817,1.34235207829314,0.00171978851498866,0.00895443312649402,"COLEC12"
"GPAA1P2",2.8381348230094,-2.6727599294201,1.31952693241603,0.00155776352516772,0.00829730734042408,"GPAA1P2"
"POTEM",14.4551856513442,-2.70391205013848,1.29658963369431,0.00134483023016196,0.00749952485494028,"POTEM"
"RTL9",2.24257876647925,-2.71688723571263,2.0123217978327,0.00146347471228258,0.00792820611287382,"RTL9"
"GADL1",25.7776072322983,-2.72610836491532,1.47458838834638,0.00194906588754317,0.00990408005707297,"GADL1"
"CCDC81",2.68234737730805,-2.73332703960134,1.34463824605938,0.00184390075215714,0.00948876967543065,"CCDC81"
"ZNF208",13.3206006908774,-2.73927151898088,1.19444162704804,0.000781493312840047,0.00493065744606145,"ZNF208"
"CFAP70",26.2060336760819,-2.74236666645333,0.731954844292099,9.63668346697304e-06,0.00016749812308954,"CFAP70"
"PNMA2",8.99797811090999,-2.74504530116424,1.19180052390062,0.000686507528320504,0.00445819755638651,"PNMA2"
"FTLP10",3.53193016350078,-2.76054750910662,4.5733597965064,8.44201782273434e-05,0.000874590570770227,"FTLP10"
"ICAM4",3.63619869923217,-2.77231774284022,1.38970026840394,0.00132288757316915,0.00740052426621269,"ICAM4"
"MOB3B",9.83310377263146,-2.77900359015306,1.03132595627296,0.000346881644752097,0.00264532354128002,"MOB3B"
"SNTN",8.71180822963397,-2.79284632193253,1.23361989812096,0.000783856952145939,0.00494053639195998,"SNTN"
"RP1L1",12.9384318976021,-2.7932623555605,1.3218608696164,0.000751317908426937,0.00478668772046035,"RP1L1"
"ZNF347",38.9560248705263,-2.81935188077594,1.10984471288463,0.00045859933684052,0.00325979236865865,"ZNF347"
"NEK5",2.55490742412481,-2.82209805273886,1.40745964292618,0.00145870934383629,0.00792199144417779,"NEK5"
"BRCA1",28.1808916538344,-2.82921399562704,0.825860166167689,3.73235980765822e-05,0.000461838672872315,"BRCA1"
"SLC38A3",4.83782751822297,-2.85237094991287,1.41295746882437,0.00165598327594325,0.00868945401869811,"SLC38A3"
"CMKLR1",19.0953225923705,-2.85629301227532,0.915357864597693,7.75630702249599e-05,0.000817333143436919,"CMKLR1"
"WHAMMP3",11.1082660238124,-2.85644676479843,1.14334199518506,0.000387685668795379,0.00287730366898503,"WHAMMP3"
"ZNF283",12.9320867875591,-2.8656836532061,1.31299164276109,0.000941245526278696,0.00570847233126363,"ZNF283"
"MYT1L",33.2648471877949,-2.86731433487411,1.33577512142051,0.000964401163843623,0.00581397305728423,"MYT1L"
"RPS10P7",6.9827385738643,-2.87135959858483,1.20547637285289,0.000560110928314664,0.00382548454713123,"RPS10P7"
"ZSCAN5A",14.8711667315202,-2.88321971049433,1.17624839224475,0.000437656381973711,0.00314894212508682,"ZSCAN5A"
"CD180",7.65502539039557,-2.88560614605525,1.49701083774628,0.00164144066110821,0.00863880744213037,"CD180"
"GABRA2",11.8707012087898,-2.8915023600362,1.22009593593729,0.000728908443234427,0.00466917733968526,"GABRA2"
"ART3",4.27649189232479,-2.89231773690107,1.53708733130886,0.00171639565275145,0.00894689956352407,"ART3"
"SLC25A48",22.7420871725956,-2.9197576396655,1.23755508978056,0.000661488120135852,0.00433355986353256,"SLC25A48"
"TMC1",10.4351662265257,-2.92644687748911,0.932555738336845,8.15993238057396e-05,0.000850354015264681,"TMC1"
"HTR3B",5.3803722698107,-2.9275831530613,1.95781541661846,0.000117443421807368,0.00113748663026725,"HTR3B"
"FAM227B",8.81271836179094,-2.93369214586079,0.923510081829666,8.13679730009324e-05,0.000849195588239421,"FAM227B"
"CCBE1",19.539457576095,-2.94290048128933,1.02019797246667,0.000175472098681026,0.00155460578461541,"CCBE1"
"ORC6",59.2564196838159,-2.94542010344689,0.858071968540271,2.91323646512583e-05,0.000377919055428459,"ORC6"
